orderid,customerid,orderplaceddatetime,ordercompletiondatetime,orderstatus
797,5,2002-02-28 10:18:21,2002-02-28 10:18:21,InProgress
798,2,1986-12-04 07:54:52,1986-12-04 07:54:52,InProgress
799,2,2018-07-11 10:51:24,2018-07-11 10:51:24,InProgress
800,3,1989-07-13 16:32:31,1989-07-13 16:32:31,Completed
801,3,1994-11-04 10:50:37,1994-11-04 10:50:37,Cancelled
802,8,2009-01-20 01:50:23,2009-01-20 01:50:23,InProgress
803,9,2006-09-15 17:51:27,2006-09-15 17:51:27,Cancelled
804,5,2004-07-16 03:02:50,2004-07-16 03:02:50,Cancelled
805,8,2020-04-14 13:18:00,2020-04-14 13:18:00,Cancelled
806,8,1972-07-17 22:54:37,1972-07-17 22:54:37,Completed
807,4,1981-04-29 09:46:09,1981-04-29 09:46:09,Completed
808,7,1991-08-13 16:47:43,1991-08-13 16:47:43,Cancelled
809,6,1972-05-25 13:53:14,1972-05-25 13:53:14,Cancelled
810,6,2020-11-02 19:12:29,2020-11-02 19:12:29,Completed
811,2,1987-05-03 09:02:29,1987-05-03 09:02:29,Cancelled
812,5,2010-08-25 23:41:54,2010-08-25 23:41:54,Completed
813,9,1984-12-30 13:12:53,1984-12-30 13:12:53,InProgress
814,1,1991-12-07 09:07:00,1991-12-07 09:07:00,Completed
815,9,2001-11-18 09:52:06,2001-11-18 09:52:06,Cancelled
816,7,1979-09-10 23:46:32,1979-09-10 23:46:32,Completed
817,5,1986-05-11 16:00:51,1986-05-11 16:00:51,Cancelled
818,6,1993-02-10 11:15:34,1993-02-10 11:15:34,Cancelled
819,4,2019-04-11 04:07:59,2019-04-11 04:07:59,InProgress
820,7,1982-12-22 18:33:30,1982-12-22 18:33:30,InProgress
821,6,1999-02-03 02:51:30,1999-02-03 02:51:30,InProgress
822,5,1985-12-02 16:34:13,1985-12-02 16:34:13,Completed
823,4,1996-04-03 15:06:18,1996-04-03 15:06:18,Cancelled
824,10,1970-12-14 17:24:37,1970-12-14 17:24:37,Completed
825,4,2008-03-22 15:29:06,2008-03-22 15:29:06,Completed
826,3,1979-10-13 20:12:59,1979-10-13 20:12:59,Cancelled
827,8,1977-07-03 12:54:09,1977-07-03 12:54:09,Completed
828,9,2019-09-30 01:52:42,2019-09-30 01:52:42,Completed
829,2,2006-02-19 01:50:20,2006-02-19 01:50:20,InProgress
830,10,2016-06-11 09:27:52,2016-06-11 09:27:52,InProgress
831,4,2000-06-03 14:06:32,2000-06-03 14:06:32,Completed
832,9,2018-05-03 06:16:41,2018-05-03 06:16:41,InProgress
833,8,2019-11-04 23:18:02,2019-11-04 23:18:02,InProgress
834,2,2009-05-24 03:07:49,2009-05-24 03:07:49,InProgress
835,6,1983-07-21 11:43:03,1983-07-21 11:43:03,Cancelled
836,10,1975-08-21 21:05:19,1975-08-21 21:05:19,Cancelled
837,7,2021-10-12 13:30:47,2021-10-12 13:30:47,Completed
838,4,1979-07-08 16:51:43,1979-07-08 16:51:43,Completed
839,9,1985-10-12 03:10:19,1985-10-12 03:10:19,Cancelled
840,7,2004-10-25 05:13:12,2004-10-25 05:13:12,Cancelled
841,4,1985-05-21 03:29:09,1985-05-21 03:29:09,InProgress
842,6,1991-07-24 03:57:07,1991-07-24 03:57:07,Completed
843,2,2009-04-22 22:07:05,2009-04-22 22:07:05,InProgress
844,7,2013-02-13 23:06:32,2013-02-13 23:06:32,Cancelled
845,1,1988-12-17 12:56:17,1988-12-17 12:56:17,Cancelled
846,9,2010-11-07 23:58:03,2010-11-07 23:58:03,Cancelled
847,8,1982-11-16 08:56:27,1982-11-16 08:56:27,InProgress
848,9,2020-02-17 17:29:03,2020-02-17 17:29:03,InProgress
849,2,1992-06-04 03:28:28,1992-06-04 03:28:28,Cancelled
850,1,2008-01-01 01:15:50,2008-01-01 01:15:50,InProgress
851,7,1985-08-22 15:23:31,1985-08-22 15:23:31,InProgress
852,7,2012-06-02 20:59:02,2012-06-02 20:59:02,Completed
853,5,1995-03-11 12:53:18,1995-03-11 12:53:18,InProgress
854,4,2018-09-05 23:51:34,2018-09-05 23:51:34,InProgress
855,4,2000-01-25 20:19:52,2000-01-25 20:19:52,InProgress
856,5,1984-12-24 18:26:30,1984-12-24 18:26:30,InProgress
857,4,2015-05-09 12:09:08,2015-05-09 12:09:08,Cancelled
858,5,1975-03-27 04:56:25,1975-03-27 04:56:25,Cancelled
859,9,1974-07-14 06:11:51,1974-07-14 06:11:51,InProgress
860,2,2014-01-24 12:07:15,2014-01-24 12:07:15,Completed
861,6,1989-11-25 13:39:23,1989-11-25 13:39:23,Completed
862,3,1982-08-14 12:23:17,1982-08-14 12:23:17,InProgress
863,4,2017-03-09 14:44:50,2017-03-09 14:44:50,InProgress
864,2,2016-02-17 14:49:42,2016-02-17 14:49:42,Cancelled
865,1,1970-10-19 05:58:25,1970-10-19 05:58:25,InProgress
866,2,1991-10-10 16:22:32,1991-10-10 16:22:32,InProgress
867,7,2009-06-23 21:44:55,2009-06-23 21:44:55,Cancelled
868,4,1973-05-10 11:31:52,1973-05-10 11:31:52,Completed
869,6,2005-05-30 21:03:27,2005-05-30 21:03:27,Completed
870,6,1982-01-22 05:14:58,1982-01-22 05:14:58,Cancelled
871,1,1975-02-02 15:55:35,1975-02-02 15:55:35,Completed
872,3,2014-10-05 06:36:09,2014-10-05 06:36:09,Cancelled
873,10,1995-01-29 22:52:20,1995-01-29 22:52:20,Completed
874,6,1976-05-09 03:27:22,1976-05-09 03:27:22,InProgress
875,9,1985-06-13 11:13:10,1985-06-13 11:13:10,InProgress
876,4,1999-06-12 11:11:50,1999-06-12 11:11:50,Completed
877,2,2019-12-19 17:08:26,2019-12-19 17:08:26,InProgress
878,1,2004-12-29 18:14:36,2004-12-29 18:14:36,Cancelled
879,4,1997-10-22 12:56:08,1997-10-22 12:56:08,Cancelled
880,1,2003-12-22 23:22:26,2003-12-22 23:22:26,Cancelled
881,9,1982-08-16 13:05:19,1982-08-16 13:05:19,Cancelled
882,7,2001-10-09 00:36:46,2001-10-09 00:36:46,Completed
883,9,2012-10-24 16:31:06,2012-10-24 16:31:06,Completed
884,10,1988-08-22 23:05:51,1988-08-22 23:05:51,InProgress
885,2,1982-05-06 00:20:40,1982-05-06 00:20:40,Completed
886,8,2014-05-30 11:47:04,2014-05-30 11:47:04,Completed
887,2,1976-07-14 23:54:21,1976-07-14 23:54:21,Cancelled
888,5,1999-04-09 03:23:54,1999-04-09 03:23:54,Cancelled
889,2,1991-05-24 00:16:27,1991-05-24 00:16:27,Cancelled
890,6,2013-01-20 14:09:38,2013-01-20 14:09:38,Cancelled
891,8,1996-01-17 18:41:08,1996-01-17 18:41:08,Cancelled
892,8,2021-03-07 23:45:21,2021-03-07 23:45:21,Completed
893,8,2017-10-05 19:12:05,2017-10-05 19:12:05,InProgress
894,5,1989-01-06 05:41:35,1989-01-06 05:41:35,Cancelled
895,7,1975-03-30 17:49:50,1975-03-30 17:49:50,Cancelled
896,3,1995-01-18 23:18:40,1995-01-18 23:18:40,Completed
897,8,2008-06-02 01:14:22,2008-06-02 01:14:22,InProgress
898,5,2003-03-04 10:09:36,2003-03-04 10:09:36,Completed
899,7,1973-04-04 23:43:07,1973-04-04 23:43:07,Completed
900,9,2005-12-03 17:07:36,2005-12-03 17:07:36,Completed
901,10,2015-12-25 04:33:18,2015-12-25 04:33:18,InProgress
902,10,2012-08-16 15:35:09,2012-08-16 15:35:09,InProgress
903,2,2001-09-12 15:51:48,2001-09-12 15:51:48,InProgress
904,10,1986-03-25 13:29:51,1986-03-25 13:29:51,Cancelled
905,10,2017-02-08 13:21:36,2017-02-08 13:21:36,InProgress
906,5,1988-01-11 15:54:43,1988-01-11 15:54:43,Completed
907,9,1985-11-07 15:44:54,1985-11-07 15:44:54,Cancelled
908,5,2010-08-25 14:07:38,2010-08-25 14:07:38,Cancelled
909,7,2013-05-27 09:18:08,2013-05-27 09:18:08,Completed
910,9,1980-04-29 15:20:02,1980-04-29 15:20:02,InProgress
911,5,2019-10-02 15:47:39,2019-10-02 15:47:39,Cancelled
912,4,1982-12-03 13:57:51,1982-12-03 13:57:51,Completed
913,6,2001-07-29 18:43:09,2001-07-29 18:43:09,Completed
914,3,1993-08-08 14:03:26,1993-08-08 14:03:26,Cancelled
915,10,1985-04-16 23:26:51,1985-04-16 23:26:51,Completed
916,8,2004-06-22 09:48:24,2004-06-22 09:48:24,Cancelled
917,7,1999-07-27 17:29:36,1999-07-27 17:29:36,Completed
918,7,1970-01-18 04:09:17,1970-01-18 04:09:17,Cancelled
919,10,1972-12-14 16:37:26,1972-12-14 16:37:26,InProgress
920,5,1985-05-04 11:51:22,1985-05-04 11:51:22,InProgress
921,8,2007-10-04 01:15:36,2007-10-04 01:15:36,Completed
922,3,1975-08-04 10:42:41,1975-08-04 10:42:41,Cancelled
923,8,1985-03-14 18:58:20,1985-03-14 18:58:20,Completed
924,9,1989-05-03 00:21:39,1989-05-03 00:21:39,Cancelled
925,7,2017-12-23 02:20:35,2017-12-23 02:20:35,InProgress
926,8,2014-10-16 21:35:32,2014-10-16 21:35:32,InProgress
927,4,1996-05-22 19:25:54,1996-05-22 19:25:54,Completed
928,4,1990-04-14 11:23:27,1990-04-14 11:23:27,Cancelled
929,2,1987-05-27 14:31:50,1987-05-27 14:31:50,InProgress
930,5,2009-05-04 15:09:36,2009-05-04 15:09:36,InProgress
931,1,1996-04-10 07:59:52,1996-04-10 07:59:52,InProgress
932,2,2000-11-29 02:36:39,2000-11-29 02:36:39,Cancelled
933,5,1972-06-15 01:06:36,1972-06-15 01:06:36,InProgress
934,1,1977-10-20 21:15:09,1977-10-20 21:15:09,Completed
935,10,1981-11-04 22:23:15,1981-11-04 22:23:15,Cancelled
936,9,1986-05-28 03:49:18,1986-05-28 03:49:18,Completed
937,7,1993-12-19 13:17:49,1993-12-19 13:17:49,Completed
938,2,1996-04-07 01:21:01,1996-04-07 01:21:01,InProgress
939,1,1990-08-05 10:10:52,1990-08-05 10:10:52,InProgress
940,10,2013-09-11 13:27:43,2013-09-11 13:27:43,Cancelled
941,2,1996-11-15 03:36:19,1996-11-15 03:36:19,Completed
942,10,2014-12-04 22:05:05,2014-12-04 22:05:05,Cancelled
943,5,2004-01-08 09:49:59,2004-01-08 09:49:59,Completed
944,9,1998-12-22 02:35:42,1998-12-22 02:35:42,Completed
945,6,1985-02-13 20:11:04,1985-02-13 20:11:04,Cancelled
946,5,1998-01-24 01:38:46,1998-01-24 01:38:46,Completed
947,7,1995-07-17 18:24:51,1995-07-17 18:24:51,Cancelled
948,9,1994-05-24 17:32:42,1994-05-24 17:32:42,Cancelled
949,7,1984-04-07 00:33:29,1984-04-07 00:33:29,InProgress
950,10,2010-12-26 04:22:20,2010-12-26 04:22:20,InProgress
951,2,2021-01-22 04:56:09,2021-01-22 04:56:09,Cancelled
952,4,1998-04-10 03:11:45,1998-04-10 03:11:45,Cancelled
953,2,1997-12-27 10:24:23,1997-12-27 10:24:23,Completed
954,3,2016-11-26 10:14:06,2016-11-26 10:14:06,Cancelled
955,5,2020-08-28 04:42:43,2020-08-28 04:42:43,Cancelled
956,8,2002-01-27 16:10:05,2002-01-27 16:10:05,Completed
957,4,2015-05-25 06:05:04,2015-05-25 06:05:04,Cancelled
958,3,1998-04-30 17:26:47,1998-04-30 17:26:47,InProgress
959,7,2005-12-10 15:27:11,2005-12-10 15:27:11,Cancelled
960,10,2000-10-25 21:51:02,2000-10-25 21:51:02,Cancelled
961,10,1988-05-07 09:38:27,1988-05-07 09:38:27,Cancelled
962,6,1988-09-16 17:26:44,1988-09-16 17:26:44,InProgress
963,9,2003-08-05 12:12:22,2003-08-05 12:12:22,Completed
964,7,2003-12-14 18:56:04,2003-12-14 18:56:04,InProgress
965,6,2006-11-18 05:56:57,2006-11-18 05:56:57,Cancelled
966,1,1989-12-25 22:04:06,1989-12-25 22:04:06,InProgress
967,10,2019-04-09 22:47:24,2019-04-09 22:47:24,InProgress
968,3,2019-12-24 23:53:12,2019-12-24 23:53:12,Cancelled
969,1,1994-05-15 16:04:42,1994-05-15 16:04:42,InProgress
970,10,1976-02-20 17:31:08,1976-02-20 17:31:08,InProgress
971,5,1988-03-27 07:53:38,1988-03-27 07:53:38,Completed
972,8,2019-05-18 07:34:52,2019-05-18 07:34:52,Completed
973,9,2021-09-28 11:36:37,2021-09-28 11:36:37,InProgress
974,5,1991-01-15 11:35:22,1991-01-15 11:35:22,Cancelled
975,8,1991-06-18 18:32:10,1991-06-18 18:32:10,Cancelled
976,8,1985-06-05 21:20:19,1985-06-05 21:20:19,Completed
977,8,2012-06-01 06:43:01,2012-06-01 06:43:01,Completed
978,10,1977-06-09 13:07:28,1977-06-09 13:07:28,InProgress
979,6,1979-05-26 04:05:11,1979-05-26 04:05:11,Completed
980,2,2007-02-07 01:46:27,2007-02-07 01:46:27,InProgress
981,8,2008-02-11 01:49:54,2008-02-11 01:49:54,Cancelled
982,4,2006-05-26 00:52:57,2006-05-26 00:52:57,Completed
983,10,2017-03-31 05:39:56,2017-03-31 05:39:56,InProgress
984,10,1999-12-12 00:34:14,1999-12-12 00:34:14,Completed
985,7,1997-02-26 05:56:55,1997-02-26 05:56:55,Completed
986,7,1986-07-19 21:27:22,1986-07-19 21:27:22,Completed
987,9,1971-12-15 21:17:29,1971-12-15 21:17:29,Cancelled
988,10,1988-09-02 08:45:40,1988-09-02 08:45:40,Completed
989,2,2008-07-08 17:01:43,2008-07-08 17:01:43,Completed
990,8,1983-04-08 00:44:18,1983-04-08 00:44:18,Completed
991,8,1985-08-29 08:51:59,1985-08-29 08:51:59,Cancelled
992,2,2004-10-16 19:39:07,2004-10-16 19:39:07,Completed
993,9,2005-11-09 18:36:19,2005-11-09 18:36:19,InProgress
994,10,2015-11-20 22:45:45,2015-11-20 22:45:45,Cancelled
995,10,2019-03-22 20:45:42,2019-03-22 20:45:42,Cancelled
996,3,2008-07-21 08:11:21,2008-07-21 08:11:21,InProgress
997,7,1980-01-08 13:42:01,1980-01-08 13:42:01,Cancelled
998,1,1998-04-11 09:47:48,1998-04-11 09:47:48,Cancelled
999,5,1990-04-13 02:43:58,1990-04-13 02:43:58,Cancelled
1000,10,1988-01-05 18:26:34,1988-01-05 18:26:34,Completed
